"","ID","Sample","Dataset_description","Chip_ID","Series","Chip_description","PMID","Cell_description","Cell_type","Class"
"435","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_24h.r4","Macrophage:monocyte.derived.il.4/dex/tgfb.9","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183467","GSE7568","hMDM_IL.4 Dex TGF.beta 24h BC287.3","18453574","Macrophage","Macroph","Macroph"
"436","Hs.104.Macrophage.monocyte.derived.IL.4.Dex.TGFb_24h.r5","Macrophage:monocyte.derived.il.4/dex/tgfb.10","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183482","GSE7568","hMDM_IL.4 Dex TGF.beta 24h BC296.3","18453574","Macrophage","Macroph","Macroph"
"437","Hs.104.Macrophage.monocyte.derived.IL.4.TGFb_24h.r1","Macrophage:monocyte.derived.il.4/tgfb_24h.1","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183483","GSE7568","hMDM_IL.4.TGF 24h BC348.1","18453574","Macrophage","Macroph","Macroph"
"438","Hs.104.Macrophage.monocyte.derived.IL.4.TGFb_24h.r2","Macrophage:monocyte.derived.il.4/tgfb_24h.2","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183484","GSE7568","hMDM_IL.4.TGF 24h BC348.3","18453574","Macrophage","Macroph","Macroph"
"439","Hs.104.Macrophage.monocyte.derived.IL.4.TGFb_24h.r3","Macrophage:monocyte.derived.il.4/tgfb_24h.3","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183485","GSE7568","hMDM_IL.4.TGF 24h BC349.4","18453574","Macrophage","Macroph","Macroph"
"440","Hs.104.Macrophage.monocyte.derived.IL.4.TGFb_24h.r4","Macrophage:monocyte.derived.il.4/tgfb_24h.4","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183486","GSE7568","hMDM_IL.4.TGF 24h BC350.3","18453574","Macrophage","Macroph","Macroph"
"441","Hs.104.Macrophage.monocyte.derived.IL.4.TGFb_24h.r5","Macrophage:monocyte.derived.il.4/tgfb_24h.5","effects of TGF.beta on primary human macrophages maturated under different conditions","GSM183487","GSE7568","hMDM_IL.4.TGF 24h BC351.2","18453574","Macrophage","Macroph","Macroph"
"442","Hs.20.Macrophage.monocyte.derived.cntrl.r1","Macrophage:monocyte.derived:cntrl.1","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299556","GSE11864","hMDM_Donor 1, fresh monocytes","18976936","Macrophage","Macroph","Macroph"
"443","Hs.20.Macrophage.monocyte.derived.cntrl.r2","Macrophage:monocyte.derived:cntrl.2","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299561","GSE11864","hMDM_Donor 2, fresh monocytes","18976936","Macrophage","Macroph","Macroph"
"444","Hs.20.Macrophage.monocyte.derived.M.CSF.r1","Macrophage:monocyte.derived.m.csf.1","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299557","GSE11864","hMDM_Donor 1, M.CSF","18976936","Macrophage","Macroph","Macroph"
"445","Hs.20.Macrophage.monocyte.derived.M.CSF.r2","Macrophage:monocyte.derived.m.csf.2","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299562","GSE11864","hMDM_Donor 2, M.CSF","18976936","Macrophage","Macroph","Macroph"
"446","Hs.20.Macrophage.monocyte.derived.M.CSF.IFNg.r1","Macrophage:monocyte.derived.m.csf/ifng.1","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299558","GSE11864","hMDM_Donor 1, M.CSF . IFN.gamma","18976936","Macrophage","Macroph","Macroph"
"447","Hs.20.Macrophage.monocyte.derived.M.CSF.IFNg.r2","Macrophage:monocyte.derived.m.csf/ifng.2","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299563","GSE11864","hMDM_Donor 2, M.CSF . IFN.gamma","18976936","Macrophage","Macroph","Macroph"
"448","Hs.20.Macrophage.monocyte.derived.M.CSF.Pam3Cys.r1","Macrophage:monocyte.derived.m.csf/pam3cys.1","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299559","GSE11864","hMDM_Donor 1, M.CSF . Pam3Cys","18976936","Macrophage","Macroph","Macroph"
"449","Hs.20.Macrophage.monocyte.derived.M.CSF.Pam3Cys.r2","Macrophage:monocyte.derived.m.csf/pam3cys.2","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299564","GSE11864","hMDM_Donor 2, M.CSF . Pam3Cys","18976936","Macrophage","Macroph","Macroph"
"450","Hs.20.Macrophage.monocyte.derived.M.CSF.IFNg.Pam3Cys.r1","Macrophage:monocyte.derived.m.csf/ifng/pam3cys.1","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299560","GSE11864","hMDM_Donor 1, M.CSF . IFN.gamma . Pam3Cys","18976936","Macrophage","Macroph","Macroph"
"451","Hs.20.Macrophage.monocyte.derived.M.CSF.IFNg.Pam3Cys.r2","Macrophage:monocyte.derived.m.csf/ifng/pam3cys.2","Effect of interferon.gamma on macrophage differentiation and response to Toll.like receptor ligands","GSM299565","GSE11864","hMDM_Donor 2, M.CSF . IFN.gamma . Pam3Cys","18976936","Macrophage","Macroph","Macroph"
"452","Hs.21.Macrophage.monocyte.derived.IFNg_24h.r1","Macrophage:monocyte.derived:ifng_24h.1","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300389","GSE11886","hMDM_C1 IFN","18512784","Macrophage","Macroph","Macroph"
"453","Hs.21.Macrophage.monocyte.derived.IFNg_24h.r5","Macrophage:monocyte.derived:ifng_24h.2","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300390","GSE11886","hMDM_C5 IFN","18512784","Macrophage","Macroph","Macroph"
"454","Hs.21.Macrophage.monocyte.derived.IFNg_24h.r2","Macrophage:monocyte.derived:ifng_24h.3","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300392","GSE11886","hMDM_C2 IFN","18512784","Macrophage","Macroph","Macroph"
"455","Hs.21.Macrophage.monocyte.derived.IFNg_24h.r3","Macrophage:monocyte.derived:ifng_24h.4","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300393","GSE11886","hMDM_C3 IFN","18512784","Macrophage","Macroph","Macroph"
"456","Hs.21.Macrophage.monocyte.derived.IFNg_24h.r6","Macrophage:monocyte.derived:ifng_24h.5","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300394","GSE11886","hMDM_C6 IFN","18512784","Macrophage","Macroph","Macroph"
"457","Hs.21.Macrophage.monocyte.derived.IFNg_24h.r4","Macrophage:monocyte.derived:ifng_24h.6","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300395","GSE11886","hMDM_C4 IFN","18512784","Macrophage","Macroph","Macroph"
"458","Hs.21.Macrophage.monocyte.derived.cntrl_24h.r1","Macrophage:monocyte.derived:cntrl.1","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300398","GSE11886","hMDM_C1 cntl","18512784","Macrophage","Macroph","Macroph"
"459","Hs.21.Macrophage.monocyte.derived.cntrl_24h.r5","Macrophage:monocyte.derived:cntrl.2","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300399","GSE11886","hMDM_C5 cntl","18512784","Macrophage","Macroph","Macroph"
"460","Hs.21.Macrophage.monocyte.derived.cntrl_24h.r2","Macrophage:monocyte.derived:cntrl.3","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300401","GSE11886","hMDM_C2 cntl","18512784","Macrophage","Macroph","Macroph"
"461","Hs.21.Macrophage.monocyte.derived.cntrl_24h.r3","Macrophage:monocyte.derived:cntrl.4","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300402","GSE11886","hMDM_C3 cntl","18512784","Macrophage","Macroph","Macroph"
"462","Hs.21.Macrophage.monocyte.derived.cntrl_24h.r6","Macrophage:monocyte.derived:cntrl.5","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300403","GSE11886","hMDM_C6 cntl","18512784","Macrophage","Macroph","Macroph"
"463","Hs.21.Macrophage.monocyte.derived.cntrl_24h.r4","Macrophage:monocyte.derived:cntrl.6","Macrophages were derived from the peripheral blood healthy control subjects over 7 days with the use of granulocyte_ macrophage colony.stimulating factor. Cells were stimulated for 24 hours with interferon. (IFN; 100 units/ ml), were left untreated for 24 hours, or were treated for 3 hours with lipopolysaccharide (LPS; 10 ng/ml)","GSM300404","GSE11886","hMDM_C4 cntl","18512784","Macrophage","Macroph","Macroph"
"464","Hs.32.Macrophage.monocyte.derived.cntrl_24h.r2","Macrophage:monocyte.derived:cntrl.7","S. aureus.exposed monocyte.derived macrophages","GSM343810","GSE13670","hMDM_cntl_24h_2","19381294","Macrophage","Macroph","Macroph"
"465","Hs.32.Macrophage.monocyte.derived.cntrl_24h.r5","Macrophage:monocyte.derived:cntrl.8","S. aureus.exposed monocyte.derived macrophages","GSM343828","GSE13670","hMDM_cntl_24h_5","19381294","Macrophage","Macroph","Macroph"
"466","Hs.32.Macrophage.monocyte.derived.cntrl_8h.r1","Macrophage:monocyte.derived:cntrl.9","S. aureus.exposed monocyte.derived macrophages","GSM343802","GSE13670","hMDM_cntl_8h_1","19381294","Macrophage","Macroph","Macroph"
"467","Hs.32.Macrophage.monocyte.derived.cntrl_8h.r2","Macrophage:monocyte.derived:cntrl.10","S. aureus.exposed monocyte.derived macrophages","GSM343808","GSE13670","hMDM_cntl_8h_2","19381294","Macrophage","Macroph","Macroph"
"468","Hs.32.Macrophage.monocyte.derived.cntrl_8h.r3","Macrophage:monocyte.derived:cntrl.11","S. aureus.exposed monocyte.derived macrophages","GSM343814","GSE13670","hMDM_cntl_8h_3","19381294","Macrophage","Macroph","Macroph"
"469","Hs.32.Macrophage.monocyte.derived.cntrl_8h.r4","Macrophage:monocyte.derived:cntrl.12","S. aureus.exposed monocyte.derived macrophages","GSM343820","GSE13670","hMDM_cntl_8h_4","19381294","Macrophage","Macroph","Macroph"
"470","Hs.32.Macrophage.monocyte.derived.cntrl_8h.r5","Macrophage:monocyte.derived:cntrl.13","S. aureus.exposed monocyte.derived macrophages","GSM343826","GSE13670","hMDM_cntl_8h_5","19381294","Macrophage","Macroph","Macroph"
"471","Hs.32.Macrophage.monocyte.derived.cntrl_24h.r1","Macrophage:monocyte.derived:cntrl.14","S. aureus.exposed monocyte.derived macrophages","GSM343804","GSE13670","hMDM_cntl_24h_1","19381294","Macrophage","Macroph","Macroph"
"472","Hs.32.Macrophage.monocyte.derived.cntrl_24h.r3","Macrophage:monocyte.derived:cntrl.15","S. aureus.exposed monocyte.derived macrophages","GSM343816","GSE13670","hMDM_cntl_24h_3","19381294","Macrophage","Macroph","Macroph"
"473","Hs.32.Macrophage.monocyte.derived.cntrl_24h.r4","Macrophage:monocyte.derived:cntrl.16","S. aureus.exposed monocyte.derived macrophages","GSM343822","GSE13670","hMDM_cntl_24h_4","19381294","Macrophage","Macroph","Macroph"
"474","Hs.32.Macrophage.monocyte.derived.cntrl_48h.r1","Macrophage:monocyte.derived:cntrl.17","S. aureus.exposed monocyte.derived macrophages","GSM343806","GSE13670","hMDM_cntl_48h_1","19381294","Macrophage","Macroph","Macroph"
"475","Hs.32.Macrophage.monocyte.derived.cntrl_48h.r2","Macrophage:monocyte.derived:cntrl.18","S. aureus.exposed monocyte.derived macrophages","GSM343812","GSE13670","hMDM_cntl_48h_2","19381294","Macrophage","Macroph","Macroph"
"476","Hs.32.Macrophage.monocyte.derived.cntrl_48h.r3","Macrophage:monocyte.derived:cntrl.19","S. aureus.exposed monocyte.derived macrophages","GSM343818","GSE13670","hMDM_cntl_48h_3","19381294","Macrophage","Macroph","Macroph"
"477","Hs.32.Macrophage.monocyte.derived.cntrl_48h.r4","Macrophage:monocyte.derived:cntrl.20","S. aureus.exposed monocyte.derived macrophages","GSM343824","GSE13670","hMDM_cntl_48h_4","19381294","Macrophage","Macroph","Macroph"
"478","Hs.32.Macrophage.monocyte.derived.cntrl_48h.r5","Macrophage:monocyte.derived:cntrl.21","S. aureus.exposed monocyte.derived macrophages","GSM343830","GSE13670","hMDM_cntl_48h_5","19381294","Macrophage","Macroph","Macroph"
"479","Hs.32.Macrophage.monocyte.derived.S._aureus_8h.r1","Macrophage:monocyte.derived.s._aureus_8h.1","S. aureus.exposed monocyte.derived macrophages","GSM343803","GSE13670","hMDM.S._aureus_8h_1","19381294","Macrophage","Macroph","Macroph"
"480","Hs.32.Macrophage.monocyte.derived.S._aureus_8h.r2","Macrophage:monocyte.derived.s._aureus_8h.2","S. aureus.exposed monocyte.derived macrophages","GSM343809","GSE13670","hMDM.S._aureus_8h_2","19381294","Macrophage","Macroph","Macroph"
"481","Hs.32.Macrophage.monocyte.derived.S._aureus_8h.r3","Macrophage:monocyte.derived.s._aureus_8h.3","S. aureus.exposed monocyte.derived macrophages","GSM343815","GSE13670","hMDM.S._aureus_8h_3","19381294","Macrophage","Macroph","Macroph"
"482","Hs.32.Macrophage.monocyte.derived.S._aureus_8h.r4","Macrophage:monocyte.derived.s._aureus_8h.4","S. aureus.exposed monocyte.derived macrophages","GSM343821","GSE13670","hMDM.S._aureus_8h_4","19381294","Macrophage","Macroph","Macroph"
"483","Hs.32.Macrophage.monocyte.derived.S._aureus_8h.r5","Macrophage:monocyte.derived.s._aureus_8h.5","S. aureus.exposed monocyte.derived macrophages","GSM343827","GSE13670","hMDM.S._aureus_8h_5","19381294","Macrophage","Macroph","Macroph"
"484","Hs.32.Macrophage.monocyte.derived.S._aureus_24h.r1","Macrophage:monocyte.derived.s._aureus_24h.1","S. aureus.exposed monocyte.derived macrophages","GSM343805","GSE13670","hMDM.S._aureus_24h_1","19381294","Macrophage","Macroph","Macroph"
"485","Hs.32.Macrophage.monocyte.derived.S._aureus_24h.r2","Macrophage:monocyte.derived.s._aureus_24h.2","S. aureus.exposed monocyte.derived macrophages","GSM343811","GSE13670","hMDM.S._aureus_24h_2","19381294","Macrophage","Macroph","Macroph"
"486","Hs.32.Macrophage.monocyte.derived.S._aureus_24h.r3","Macrophage:monocyte.derived.s._aureus_24h.3","S. aureus.exposed monocyte.derived macrophages","GSM343817","GSE13670","hMDM.S._aureus_24h_3","19381294","Macrophage","Macroph","Macroph"
"487","Hs.32.Macrophage.monocyte.derived.S._aureus_24h.r4","Macrophage:monocyte.derived.s._aureus_24h.4","S. aureus.exposed monocyte.derived macrophages","GSM343823","GSE13670","hMDM.S._aureus_24h_4","19381294","Macrophage","Macroph","Macroph"
"488","Hs.32.Macrophage.monocyte.derived.S._aureus_24h.r5","Macrophage:monocyte.derived.s._aureus_24h.5","S. aureus.exposed monocyte.derived macrophages","GSM343829","GSE13670","hMDM.S._aureus_24h_5","19381294","Macrophage","Macroph","Macroph"
"489","Hs.32.Macrophage.monocyte.derived.S._aureus_48h.r1","Macrophage:monocyte.derived.s._aureus_48h.1","S. aureus.exposed monocyte.derived macrophages","GSM343807","GSE13670","hMDM.S._aureus_48h_1","19381294","Macrophage","Macroph","Macroph"
"490","Hs.32.Macrophage.monocyte.derived.S._aureus_48h.r2","Macrophage:monocyte.derived.s._aureus_48h.2","S. aureus.exposed monocyte.derived macrophages","GSM343813","GSE13670","hMDM.S._aureus_48h_2","19381294","Macrophage","Macroph","Macroph"
"491","Hs.32.Macrophage.monocyte.derived.S._aureus_48h.r3","Macrophage:monocyte.derived.s._aureus_48h.3","S. aureus.exposed monocyte.derived macrophages","GSM343819","GSE13670","hMDM.S._aureus_48h_3","19381294","Macrophage","Macroph","Macroph"
"492","Hs.32.Macrophage.monocyte.derived.S._aureus_48h.r4","Macrophage:monocyte.derived.s._aureus_48h.4","S. aureus.exposed monocyte.derived macrophages","GSM343825","GSE13670","hMDM.S._aureus_48h_4","19381294","Macrophage","Macroph","Macroph"
"493","Hs.32.Macrophage.monocyte.derived.S._aureus_48h.r5","Macrophage:monocyte.derived.s._aureus_48h.5","S. aureus.exposed monocyte.derived macrophages","GSM343831","GSE13670","hMDM.S._aureus_48h_5","19381294","Macrophage","Macroph","Macroph"
"494","Hs.38.Macrophage.Alveolar.cntrl_6h.r1","Macrophage:alveolar:cntrl.1","human alveolar macrophages infected by B. anthracis spores","GSM359332","GSE14390","hADM_1","19744333","Macrophage","Macroph","Macroph"
"495","Hs.38.Macrophage.Alveolar.cntrl_6h.r2","Macrophage:alveolar:cntrl.2","human alveolar macrophages infected by B. anthracis spores","GSM359753","GSE14390","hADM_2","19744333","Macrophage","Macroph","Macroph"
"496","Hs.38.Macrophage.Alveolar.cntrl_6h.r3","Macrophage:alveolar:cntrl.3","human alveolar macrophages infected by B. anthracis spores","GSM359754","GSE14390","hADM_3","19744333","Macrophage","Macroph","Macroph"
"497","Hs.38.Macrophage.Alveolar.cntrl_6h.r4","Macrophage:alveolar:cntrl.4","human alveolar macrophages infected by B. anthracis spores","GSM359755","GSE14390","hADM_4","19744333","Macrophage","Macroph","Macroph"
"498","Hs.38.Macrophage.Alveolar.B._anthacis_spores_6h.r1","Macrophage:alveolar:b._anthacis_spores_6h.1","human alveolar macrophages infected by B. anthracis spores","GSM359758","GSE14390","hADM.B. anthacis spores 1","19744333","Macrophage","Macroph","Macroph"
"499","Hs.38.Macrophage.Alveolar.B._anthacis_spores_6h.r2","Macrophage:alveolar:b._anthacis_spores_6h.2","human alveolar macrophages infected by B. anthracis spores","GSM359759","GSE14390","hADM.B. anthacis spores 2","19744333","Macrophage","Macroph","Macroph"
"500","Hs.38.Macrophage.Alveolar.B._anthacis_spores_6h.r3","Macrophage:alveolar:b._anthacis_spores_6h.3","human alveolar macrophages infected by B. anthracis spores","GSM359760","GSE14390","hADM.B. anthacis spores 3","19744333","Macrophage","Macroph","Macroph"
"501","Hs.53.Macrophage.monocyte.derived.cntrl_4h.r1","Macrophage:monocyte.derived:cntrl.1","monocyte.derived macrophages were stimulated with IFNalpha","GSM419987","GSE16755","hMDM_cntl_1","19556424","Macrophage","Macroph","Macroph"
"502","Hs.53.Macrophage.monocyte.derived.cntrl_4h.r2","Macrophage:monocyte.derived:cntrl.2","monocyte.derived macrophages were stimulated with IFNalpha","GSM419988","GSE16755","hMDM_cntl_2","19556424","Macrophage","Macroph","Macroph"
"503","Hs.53.Macrophage.monocyte.derived.cntrl_4h.r3","Macrophage:monocyte.derived:cntrl.3","monocyte.derived macrophages were stimulated with IFNalpha","GSM419989","GSE16755","hMDM_cntl_3","19556424","Macrophage","Macroph","Macroph"
"504","Hs.53.Macrophage.monocyte.derived.IFNa_4h.r1","Macrophage:monocyte.derived:ifna_4h.1","monocyte.derived macrophages were stimulated with IFNalpha","GSM419990","GSE16755","hMDM_IFNa_1","19556424","Macrophage","Macroph","Macroph"
"505","Hs.53.Macrophage.monocyte.derived.IFNa_4h.r2","Macrophage:monocyte.derived:ifna_4h.2","monocyte.derived macrophages were stimulated with IFNalpha","GSM419991","GSE16755","hMDM_IFNa_2","19556424","Macrophage","Macroph","Macroph"
"506","Hs.53.Macrophage.monocyte.derived.IFNa_4h.r3","Macrophage:monocyte.derived:ifna_4h.3","monocyte.derived macrophages were stimulated with IFNalpha","GSM419992","GSE16755","hMDM_IFNa_3","19556424","Macrophage","Macroph","Macroph"
"507","Hs.103.DC.monocyte.derived.immature_cntrl.r1","Dc:monocyte.derived:cntrl.1","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181857","GSE7509","immature DC_control_r1","19171878","DC","DC","moDC"
"508","Hs.103.DC.monocyte.derived.immature_cntrl.r2","Dc:monocyte.derived:cntrl.2","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181931","GSE7509","immature DC_control_r2","19171878","DC","DC","moDC"
"509","Hs.103.DC.monocyte.derived.immature_cntrl.r3","Dc:monocyte.derived:cntrl.3","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181933","GSE7509","immature DC_control_r3","19171878","DC","DC","moDC"
"510","Hs.103.DC.monocyte.derived.immature_IFNa.r1","Dc:monocyte.derived:immature_ifna.1","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181930","GSE7509","immature DC_IFNa_r1","19171878","DC","DC","moDC"
"511","Hs.103.DC.monocyte.derived.immature_IFNa.r2","Dc:monocyte.derived:immature_ifna.2","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181932","GSE7509","immature DC_IFNa_r2","19171878","DC","DC","moDC"
"512","Hs.103.DC.monocyte.derived.immature_IFNa.r3","Dc:monocyte.derived:immature_ifna.3","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181934","GSE7509","immature DC_IFNa_r3","19171878","DC","DC","moDC"
"513","Hs.103.DC.monocyte.derived.immature_isotype_cntrl_Ab_24h.r1","Dc:monocyte.derived:immature_mixed.treatments.1","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181982","GSE7509","immature DC_isotype control antibody_24h_r1","19171878","DC","DC","moDC"
"514","Hs.103.DC.monocyte.derived.immature_isotype_cntrl_Ab_24h.r2","Dc:monocyte.derived:immature_mixed.treatments.2","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181997","GSE7509","immature DC_isotype control antibody_24h_r2","19171878","DC","DC","moDC"
"515","Hs.103.DC.monocyte.derived.immature_anti.FcgRIIB_24h.r1","Dc:monocyte.derived:immature_mixed.treatments.3","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181972","GSE7509","immature DC_anti.FcgRIIB antibody_24h_r1","19171878","DC","DC","moDC"
"516","Hs.103.DC.monocyte.derived.immature_anti.FcgRIIB_24h.r2","Dc:monocyte.derived:immature_mixed.treatments.4","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181983","GSE7509","immature DC_anti.FcgRIIB antibody_24h_r2","19171878","DC","DC","moDC"
"517","Hs.103.DC.monocyte.derived.immature_anti.FcgRIIB_24h.r3","Dc:monocyte.derived:immature_mixed.treatments.5","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181998","GSE7509","immature DC_anti.FcgRIIB antibody_24h_r3","19171878","DC","DC","moDC"
"518","Hs.103.DC.monocyte.derived.immature_TNFa.IL.1b.IL.6.PGE2_24h.r1","Dc:monocyte.derived:immature_mixed.treatments.6","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181984","GSE7509","immature DC_TNF.a, IL.1b, IL.6 and PGE2_24h_r1","19171878","DC","DC","moDC"
"519","Hs.103.DC.monocyte.derived.immature_TNFa.IL.1b.IL.6.PGE2_24h.r2","Dc:monocyte.derived:immature_mixed.treatments.7","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181999","GSE7509","immature DC_TNF.a, IL.1b, IL.6 and PGE2_24h_r2","19171878","DC","DC","moDC"
"520","Hs.103.DC.monocyte.derived.mature_isotype_cntrl_Ab_24h.r1","Dc:monocyte.derived:immature_mixed.treatments.8","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181971","GSE7509","mature DC_isotype control antibody_24h_r1","19171878","DC","DC","moDC"
"521","Hs.103.DC.monocyte.derived.mature_isotype_cntrl_Ab_24h.r2","Dc:monocyte.derived:immature_mixed.treatments.9","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181973","GSE7509","mature DC_isotype control antibody_24h_r2","19171878","DC","DC","moDC"
"522","Hs.103.DC.monocyte.derived.mature_isotype_cntrl_Ab_24h.r3","Dc:monocyte.derived:immature_mixed.treatments.10","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181978","GSE7509","mature DC_isotype control antibody_24h_r3","19171878","DC","DC","moDC"
"523","Hs.103.DC.monocyte.derived.mature_anti.FcgRIIB_Ab_24h.r1","Dc:monocyte.derived:immature_mixed.treatments.11","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181974","GSE7509","mature DC_anti.FcgRIIB antibody_24h_r1","19171878","DC","DC","moDC"
"524","Hs.103.DC.monocyte.derived.mature_anti.FcgRIIB_Ab_24h.r2","Dc:monocyte.derived:immature_mixed.treatments.12","monocyte.derived DC stimulated with INFa, or TNF.a, IL.1b, IL.6 and PGE2 or anti.FcgRIIB antibody","GSM181980","GSE7509","mature DC_anti.FcgRIIB antibody_24h_r2","19171878","DC","DC","moDC"
